[2025-05-19T07:09:36.694+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-19T07:09:36.699+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: csv_to_parquet.kafka_consumer scheduled__2025-05-19T07:02:00+00:00 [queued]>
[2025-05-19T07:09:36.701+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: csv_to_parquet.kafka_consumer scheduled__2025-05-19T07:02:00+00:00 [queued]>
[2025-05-19T07:09:36.701+0000] {taskinstance.py:2865} INFO - Starting attempt 2 of 3
[2025-05-19T07:09:36.705+0000] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): kafka_consumer> on 2025-05-19 07:02:00+00:00
[2025-05-19T07:09:36.707+0000] {standard_task_runner.py:72} INFO - Started process 824 to run task
[2025-05-19T07:09:36.709+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'csv_to_parquet', 'kafka_consumer', 'scheduled__2025-05-19T07:02:00+00:00', '--job-id', '27', '--raw', '--subdir', 'DAGS_FOLDER/log_to_csv.py', '--cfg-path', '/tmp/tmprc3zi1df']
[2025-05-19T07:09:36.709+0000] {standard_task_runner.py:105} INFO - Job 27: Subtask kafka_consumer
[2025-05-19T07:09:36.726+0000] {task_command.py:467} INFO - Running <TaskInstance: csv_to_parquet.kafka_consumer scheduled__2025-05-19T07:02:00+00:00 [running]> on host 8b6a4ce3396b
[2025-05-19T07:09:36.824+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='csv_to_parquet' AIRFLOW_CTX_TASK_ID='kafka_consumer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-19T07:02:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-05-19T07:02:00+00:00'
[2025-05-19T07:09:36.825+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-19T07:09:36.830+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <connecting> [IPv4 ('192.168.65.254', 9092)]>: connecting to host.docker.internal:9092 [('192.168.65.254', 9092) IPv4]
[2025-05-19T07:09:36.833+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <checking_api_versions_recv> [IPv4 ('192.168.65.254', 9092)]>: Broker version identified as 2.6
[2025-05-19T07:09:36.833+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <connected> [IPv4 ('192.168.65.254', 9092)]>: Connection complete.
[2025-05-19T07:09:36.833+0000] {subscription_state.py:177} INFO - Updating subscribed topics to: ('***test',)
[2025-05-19T07:09:36.834+0000] {logging_mixin.py:190} INFO - ✅ Consumer started, waiting for messages...
[2025-05-19T07:09:36.835+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=1 host=172.16.24.224:9092 <connecting> [IPv4 ('172.16.24.224', 9092)]>: connecting to 172.16.24.224:9092 [('172.16.24.224', 9092) IPv4]
[2025-05-19T07:09:36.936+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=1 host=172.16.24.224:9092 <connected> [IPv4 ('172.16.24.224', 9092)]>: Connection complete.
[2025-05-19T07:09:36.937+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <connected> [IPv4 ('192.168.65.254', 9092)]>: Closing connection. 
[2025-05-19T07:09:37.040+0000] {cluster.py:400} INFO - Coordinator for group/spark is ('coordinator-1', '172.16.24.224', 9092, None)
[2025-05-19T07:09:37.041+0000] {base.py:769} INFO - Discovered coordinator coordinator-1 for group spark
[2025-05-19T07:09:37.041+0000] {base.py:820} INFO - Starting new heartbeat thread
[2025-05-19T07:09:37.042+0000] {consumer.py:362} INFO - Revoking previously assigned partitions () for group spark
[2025-05-19T07:09:37.043+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=coordinator-1 host=172.16.24.224:9092 <connecting> [IPv4 ('172.16.24.224', 9092)]>: connecting to 172.16.24.224:9092 [('172.16.24.224', 9092) IPv4]
[2025-05-19T07:09:37.145+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=coordinator-1 host=172.16.24.224:9092 <connected> [IPv4 ('172.16.24.224', 9092)]>: Connection complete.
[2025-05-19T07:09:37.247+0000] {base.py:524} INFO - (Re-)joining group spark
[2025-05-19T07:09:37.250+0000] {base.py:524} INFO - (Re-)joining group spark
[2025-05-19T07:09:40.256+0000] {base.py:587} INFO - Elected group leader -- performing partition assignments using range
[2025-05-19T07:09:40.265+0000] {base.py:401} INFO - Successfully joined group spark with generation 1
[2025-05-19T07:09:40.335+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T06:40:06.143154
[2025-05-19T07:09:40.335+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T06:40:06.194957
[2025-05-19T07:09:40.335+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:06.247409
[2025-05-19T07:09:40.335+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:06.299479
[2025-05-19T07:09:40.336+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T06:40:06.351309
[2025-05-19T07:09:40.336+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:06.404337
[2025-05-19T07:09:40.336+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:06.459203
[2025-05-19T07:09:40.336+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T06:40:06.512931
[2025-05-19T07:09:40.336+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T06:40:06.566501
[2025-05-19T07:09:40.336+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:06.618667
[2025-05-19T07:09:40.336+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:06.674555
[2025-05-19T07:09:40.336+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:06.732244
[2025-05-19T07:09:40.337+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T06:40:06.789288
[2025-05-19T07:09:40.337+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:06.844795
[2025-05-19T07:09:40.337+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:06.901460
[2025-05-19T07:09:40.337+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:06.955657
[2025-05-19T07:09:40.337+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T06:40:07.011929
[2025-05-19T07:09:40.337+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:07.066416
[2025-05-19T07:09:40.337+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:07.121483
[2025-05-19T07:09:40.337+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:07.176004
[2025-05-19T07:09:40.338+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T06:40:07.229004
[2025-05-19T07:09:40.338+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T06:40:07.282521
[2025-05-19T07:09:40.338+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:07.335727
[2025-05-19T07:09:40.338+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:07.390114
[2025-05-19T07:09:40.338+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T06:40:07.448117
[2025-05-19T07:09:40.338+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T06:40:07.506085
[2025-05-19T07:09:40.338+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:07.557934
[2025-05-19T07:09:40.339+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:07.610139
[2025-05-19T07:09:40.339+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T06:40:07.663223
[2025-05-19T07:09:40.339+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:07.717814
[2025-05-19T07:09:40.339+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T06:40:07.771955
[2025-05-19T07:09:40.339+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T06:40:07.825052
[2025-05-19T07:09:40.339+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T06:40:07.879232
[2025-05-19T07:09:40.339+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:07.933385
[2025-05-19T07:09:40.339+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T06:40:07.987092
[2025-05-19T07:09:40.339+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T06:40:08.044216
[2025-05-19T07:09:40.340+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T06:40:08.100227
[2025-05-19T07:09:40.340+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:08.155537
[2025-05-19T07:09:40.340+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T06:40:08.211014
[2025-05-19T07:09:40.340+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T06:40:08.267204
[2025-05-19T07:09:40.340+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:08.321747
[2025-05-19T07:09:40.340+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:08.375045
[2025-05-19T07:09:40.340+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T06:40:08.431927
[2025-05-19T07:09:40.340+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T06:40:08.484026
[2025-05-19T07:09:40.341+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:08.536613
[2025-05-19T07:09:40.341+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:08.592729
[2025-05-19T07:09:40.341+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T06:40:08.645910
[2025-05-19T07:09:40.341+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T06:40:08.700059
[2025-05-19T07:09:40.341+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T06:40:08.753491
[2025-05-19T07:09:40.341+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:08.809450
[2025-05-19T07:09:40.341+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:08.864635
[2025-05-19T07:09:40.341+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:08.919188
[2025-05-19T07:09:40.342+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T06:40:08.973195
[2025-05-19T07:09:40.342+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T06:40:09.027977
[2025-05-19T07:09:40.342+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:09.084462
[2025-05-19T07:09:40.342+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T06:40:09.138762
[2025-05-19T07:09:40.342+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T06:40:09.191149
[2025-05-19T07:09:40.342+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:09.243662
[2025-05-19T07:09:40.342+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:09.296180
[2025-05-19T07:09:40.342+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T06:40:09.351417
[2025-05-19T07:09:40.343+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:09.403036
[2025-05-19T07:09:40.343+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T06:40:09.458410
[2025-05-19T07:09:40.343+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T06:40:09.510472
[2025-05-19T07:09:40.343+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:09.565728
[2025-05-19T07:09:40.343+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:09.621131
[2025-05-19T07:09:40.343+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:09.676956
[2025-05-19T07:09:40.343+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:09.729964
[2025-05-19T07:09:40.343+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T06:40:09.784430
[2025-05-19T07:09:40.344+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T06:40:09.839690
[2025-05-19T07:09:40.344+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T06:40:09.895082
[2025-05-19T07:09:40.344+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:01.162416
[2025-05-19T07:09:40.344+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:02:01.328526
[2025-05-19T07:09:40.344+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:02:01.385639
[2025-05-19T07:09:40.344+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T07:02:01.444046
[2025-05-19T07:09:40.344+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:02:01.500218
[2025-05-19T07:09:40.344+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:02:01.554610
[2025-05-19T07:09:40.344+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:02:01.607516
[2025-05-19T07:09:40.345+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:02:01.660525
[2025-05-19T07:09:40.345+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:01.716260
[2025-05-19T07:09:40.345+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T07:02:01.771501
[2025-05-19T07:09:40.345+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:02:01.825383
[2025-05-19T07:09:40.345+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:02:01.897906
[2025-05-19T07:09:40.345+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:02:01.957077
[2025-05-19T07:09:40.345+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T07:02:02.015122
[2025-05-19T07:09:40.345+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:02:02.073598
[2025-05-19T07:09:40.346+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:02.132555
[2025-05-19T07:09:40.346+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:02:02.192573
[2025-05-19T07:09:40.346+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:02:02.253832
[2025-05-19T07:09:40.346+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:02:02.314616
[2025-05-19T07:09:40.346+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:02:02.370253
[2025-05-19T07:09:40.346+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:02:02.429677
[2025-05-19T07:09:40.346+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T07:02:02.488288
[2025-05-19T07:09:40.346+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:02:02.543732
[2025-05-19T07:09:40.346+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:02.603096
[2025-05-19T07:09:40.347+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:02:02.657805
[2025-05-19T07:09:40.347+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:02.716144
[2025-05-19T07:09:40.347+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:02:02.767662
[2025-05-19T07:09:40.347+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:02:02.820576
[2025-05-19T07:09:40.347+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T07:02:02.874443
[2025-05-19T07:09:40.347+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:02:02.928663
[2025-05-19T07:09:40.347+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:02:02.984352
[2025-05-19T07:09:40.347+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T07:02:03.043552
[2025-05-19T07:09:40.347+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:02:03.102531
[2025-05-19T07:09:40.348+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:02:03.155438
[2025-05-19T07:09:40.348+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:02:03.214745
[2025-05-19T07:09:40.348+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:03.274144
[2025-05-19T07:09:40.348+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:02:03.331947
[2025-05-19T07:09:40.348+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:02:03.388818
[2025-05-19T07:09:40.348+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:02:03.444414
[2025-05-19T07:09:40.348+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:02:03.499769
[2025-05-19T07:09:40.348+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:03.558182
[2025-05-19T07:09:40.349+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:02:03.617630
[2025-05-19T07:09:40.349+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:02:03.671778
[2025-05-19T07:09:40.349+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:02:03.732793
[2025-05-19T07:09:40.349+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T07:02:03.791576
[2025-05-19T07:09:40.349+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:02:03.845657
[2025-05-19T07:09:40.349+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T07:02:03.902543
[2025-05-19T07:09:40.349+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:02:03.959799
[2025-05-19T07:09:40.349+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:02:04.018689
[2025-05-19T07:09:40.349+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:02:04.075175
[2025-05-19T07:09:40.350+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:02:04.135543
[2025-05-19T07:09:40.350+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T07:02:04.189396
[2025-05-19T07:09:40.350+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:02:04.245113
[2025-05-19T07:09:40.350+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:02:04.309763
[2025-05-19T07:09:40.350+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T07:02:04.362884
[2025-05-19T07:09:40.350+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:02:04.415026
[2025-05-19T07:09:40.350+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:02:04.469692
[2025-05-19T07:09:40.350+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:04.526260
[2025-05-19T07:09:40.351+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:02:04.583649
[2025-05-19T07:09:40.351+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:02:04.638800
[2025-05-19T07:09:40.351+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:02:04.694383
[2025-05-19T07:09:40.351+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:02:04.753213
[2025-05-19T07:09:40.351+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:02:04.809500
[2025-05-19T07:09:40.351+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:02:04.866496
[2025-05-19T07:09:40.351+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:04.923534
[2025-05-19T07:09:40.351+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:02:04.977591
[2025-05-19T07:09:40.351+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:02:05.034362
[2025-05-19T07:09:40.352+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:02:05.093065
[2025-05-19T07:09:40.352+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:02:05.147557
[2025-05-19T07:09:40.352+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:02:05.201765
[2025-05-19T07:09:40.352+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:02:05.260667
[2025-05-19T07:09:40.352+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:02:05.316782
[2025-05-19T07:09:40.352+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:02:05.375666
[2025-05-19T07:09:40.352+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:02:05.430567
[2025-05-19T07:09:40.352+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:02:05.485203
[2025-05-19T07:09:40.352+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:02:05.542633
[2025-05-19T07:09:40.353+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:02:05.599373
[2025-05-19T07:09:40.353+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:02:05.655515
[2025-05-19T07:09:40.353+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:02:05.709574
[2025-05-19T07:09:40.353+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:02:05.762827
[2025-05-19T07:09:40.353+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:05.815321
[2025-05-19T07:09:40.353+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:02:05.869550
[2025-05-19T07:09:40.353+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:02:05.923374
[2025-05-19T07:09:40.353+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:02:05.980708
[2025-05-19T07:09:40.353+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:02:06.037576
[2025-05-19T07:09:40.354+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:02:06.094043
[2025-05-19T07:09:40.354+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:02:06.146391
[2025-05-19T07:09:40.354+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:02:06.200046
[2025-05-19T07:09:40.354+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:02:06.258160
[2025-05-19T07:09:40.354+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:02:06.316517
[2025-05-19T07:09:40.354+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T07:02:06.373569
[2025-05-19T07:09:40.354+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:02:06.433630
[2025-05-19T07:09:40.354+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T07:02:06.490151
[2025-05-19T07:09:40.354+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:02:06.549802
[2025-05-19T07:09:40.355+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:02:06.606666
[2025-05-19T07:09:40.355+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T07:02:06.661738
[2025-05-19T07:09:40.355+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:02:06.714966
[2025-05-19T07:09:40.355+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T07:02:06.771515
[2025-05-19T07:09:40.355+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:02:06.828585
[2025-05-19T07:09:40.355+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:02:06.886660
