[2025-05-19T06:47:20.377+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-19T06:47:20.385+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: csv_to_parquet.kafka_consumer scheduled__2025-05-19T06:02:00+00:00 [queued]>
[2025-05-19T06:47:20.390+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: csv_to_parquet.kafka_consumer scheduled__2025-05-19T06:02:00+00:00 [queued]>
[2025-05-19T06:47:20.390+0000] {taskinstance.py:2865} INFO - Starting attempt 6 of 7
[2025-05-19T06:47:20.395+0000] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): kafka_consumer> on 2025-05-19 06:02:00+00:00
[2025-05-19T06:47:20.398+0000] {standard_task_runner.py:72} INFO - Started process 504 to run task
[2025-05-19T06:47:20.400+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'csv_to_parquet', 'kafka_consumer', 'scheduled__2025-05-19T06:02:00+00:00', '--job-id', '23', '--raw', '--subdir', 'DAGS_FOLDER/csv_to_parquet.py', '--cfg-path', '/tmp/tmpiggxvlxq']
[2025-05-19T06:47:20.401+0000] {standard_task_runner.py:105} INFO - Job 23: Subtask kafka_consumer
[2025-05-19T06:47:20.426+0000] {task_command.py:467} INFO - Running <TaskInstance: csv_to_parquet.kafka_consumer scheduled__2025-05-19T06:02:00+00:00 [running]> on host 8b6a4ce3396b
[2025-05-19T06:47:20.565+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='csv_to_parquet' AIRFLOW_CTX_TASK_ID='kafka_consumer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-19T06:02:00+00:00' AIRFLOW_CTX_TRY_NUMBER='6' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-05-19T06:02:00+00:00'
[2025-05-19T06:47:20.565+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-19T06:47:20.572+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <connecting> [IPv4 ('192.168.65.254', 9092)]>: connecting to host.docker.internal:9092 [('192.168.65.254', 9092) IPv4]
[2025-05-19T06:47:20.575+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <checking_api_versions_recv> [IPv4 ('192.168.65.254', 9092)]>: Broker version identified as 2.6
[2025-05-19T06:47:20.575+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <connected> [IPv4 ('192.168.65.254', 9092)]>: Connection complete.
[2025-05-19T06:47:20.576+0000] {subscription_state.py:177} INFO - Updating subscribed topics to: ('***test',)
[2025-05-19T06:47:20.576+0000] {logging_mixin.py:190} INFO - ✅ Consumer started, waiting for messages...
[2025-05-19T06:47:20.578+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=1 host=172.16.24.224:9092 <connecting> [IPv4 ('172.16.24.224', 9092)]>: connecting to 172.16.24.224:9092 [('172.16.24.224', 9092) IPv4]
[2025-05-19T06:47:20.681+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=1 host=172.16.24.224:9092 <connected> [IPv4 ('172.16.24.224', 9092)]>: Connection complete.
[2025-05-19T06:47:20.681+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <connected> [IPv4 ('192.168.65.254', 9092)]>: Closing connection. 
[2025-05-19T06:47:20.789+0000] {cluster.py:400} INFO - Coordinator for group/testt is ('coordinator-1', '172.16.24.224', 9092, None)
[2025-05-19T06:47:20.791+0000] {base.py:769} INFO - Discovered coordinator coordinator-1 for group testt
[2025-05-19T06:47:20.792+0000] {base.py:820} INFO - Starting new heartbeat thread
[2025-05-19T06:47:20.793+0000] {consumer.py:362} INFO - Revoking previously assigned partitions () for group testt
[2025-05-19T06:47:20.795+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=coordinator-1 host=172.16.24.224:9092 <connecting> [IPv4 ('172.16.24.224', 9092)]>: connecting to 172.16.24.224:9092 [('172.16.24.224', 9092) IPv4]
[2025-05-19T06:47:20.897+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=coordinator-1 host=172.16.24.224:9092 <connected> [IPv4 ('172.16.24.224', 9092)]>: Connection complete.
[2025-05-19T06:47:20.998+0000] {base.py:524} INFO - (Re-)joining group testt
[2025-05-19T06:47:21.006+0000] {base.py:524} INFO - (Re-)joining group testt
[2025-05-19T06:47:24.013+0000] {base.py:587} INFO - Elected group leader -- performing partition assignments using range
[2025-05-19T06:47:24.018+0000] {base.py:401} INFO - Successfully joined group testt with generation 1
[2025-05-19T06:47:24.047+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T06:40:06.143154
[2025-05-19T06:47:24.047+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T06:40:06.194957
[2025-05-19T06:47:24.047+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:06.247409
[2025-05-19T06:47:24.047+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:06.299479
[2025-05-19T06:47:24.047+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T06:40:06.351309
[2025-05-19T06:47:24.048+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:06.404337
[2025-05-19T06:47:24.048+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:06.459203
[2025-05-19T06:47:24.048+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T06:40:06.512931
[2025-05-19T06:47:24.048+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T06:40:06.566501
[2025-05-19T06:47:24.048+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:06.618667
[2025-05-19T06:47:24.048+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:06.674555
[2025-05-19T06:47:24.048+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:06.732244
[2025-05-19T06:47:24.048+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T06:40:06.789288
[2025-05-19T06:47:24.048+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:06.844795
[2025-05-19T06:47:24.049+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:06.901460
[2025-05-19T06:47:24.049+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:06.955657
[2025-05-19T06:47:24.049+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T06:40:07.011929
[2025-05-19T06:47:24.049+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:07.066416
[2025-05-19T06:47:24.049+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:07.121483
[2025-05-19T06:47:24.049+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:07.176004
[2025-05-19T06:47:24.049+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T06:40:07.229004
[2025-05-19T06:47:24.049+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T06:40:07.282521
[2025-05-19T06:47:24.049+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:07.335727
[2025-05-19T06:47:24.049+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:07.390114
[2025-05-19T06:47:24.050+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T06:40:07.448117
[2025-05-19T06:47:24.050+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T06:40:07.506085
[2025-05-19T06:47:24.050+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:07.557934
[2025-05-19T06:47:24.050+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:07.610139
[2025-05-19T06:47:24.050+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T06:40:07.663223
[2025-05-19T06:47:24.050+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:07.717814
[2025-05-19T06:47:24.050+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T06:40:07.771955
[2025-05-19T06:47:24.050+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T06:40:07.825052
[2025-05-19T06:47:24.050+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T06:40:07.879232
[2025-05-19T06:47:24.050+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:07.933385
[2025-05-19T06:47:24.051+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T06:40:07.987092
[2025-05-19T06:47:24.051+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T06:40:08.044216
[2025-05-19T06:47:24.051+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T06:40:08.100227
[2025-05-19T06:47:24.051+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:08.155537
[2025-05-19T06:47:24.051+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T06:40:08.211014
[2025-05-19T06:47:24.051+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T06:40:08.267204
[2025-05-19T06:47:24.051+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:08.321747
[2025-05-19T06:47:24.051+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:08.375045
[2025-05-19T06:47:24.051+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T06:40:08.431927
[2025-05-19T06:47:24.052+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T06:40:08.484026
[2025-05-19T06:47:24.052+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:08.536613
[2025-05-19T06:47:24.052+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:08.592729
[2025-05-19T06:47:24.052+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T06:40:08.645910
[2025-05-19T06:47:24.052+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T06:40:08.700059
[2025-05-19T06:47:24.052+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T06:40:08.753491
[2025-05-19T06:47:24.052+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T06:40:08.809450
[2025-05-19T06:47:24.052+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T06:40:08.864635
[2025-05-19T06:47:24.052+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:08.919188
[2025-05-19T06:47:24.053+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T06:40:08.973195
[2025-05-19T06:47:24.053+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T06:40:09.027977
[2025-05-19T06:47:24.053+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:09.084462
[2025-05-19T06:47:24.053+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T06:40:09.138762
[2025-05-19T06:47:24.053+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T06:40:09.191149
[2025-05-19T06:47:24.053+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:09.243662
[2025-05-19T06:47:24.053+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:09.296180
[2025-05-19T06:47:24.053+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T06:40:09.351417
[2025-05-19T06:47:24.053+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:09.403036
[2025-05-19T06:47:24.053+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T06:40:09.458410
[2025-05-19T06:47:24.054+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T06:40:09.510472
[2025-05-19T06:47:24.054+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T06:40:09.565728
[2025-05-19T06:47:24.054+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:09.621131
[2025-05-19T06:47:24.054+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T06:40:09.676956
[2025-05-19T06:47:24.054+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T06:40:09.729964
[2025-05-19T06:47:24.054+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T06:40:09.784430
[2025-05-19T06:47:24.054+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T06:40:09.839690
[2025-05-19T06:47:24.054+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T06:40:09.895082
[2025-05-19T06:47:24.077+0000] {logging_mixin.py:190} INFO - ✅ Committed 200 messages.
[2025-05-19T06:47:24.081+0000] {base.py:84} INFO - Retrieving connection 'minio'
[2025-05-19T06:47:24.081+0000] {connection_wrapper.py:388} INFO - AWS Connection (conn_id='minio', conn_type='aws') credentials retrieved from login and password.
[2025-05-19T06:47:24.081+0000] {warnings.py:109} WARNING - <string>:9: AirflowProviderDeprecationWarning: extra['host'] is deprecated and will be removed in a future release. Please set extra['endpoint_url'] instead

[2025-05-19T06:47:24.187+0000] {logging_mixin.py:190} INFO - ✅ File uploaded to MinIO: 2025-05-19_15-47-20.csv
[2025-05-19T06:47:24.187+0000] {base.py:834} INFO - Stopping heartbeat thread
[2025-05-19T06:47:27.191+0000] {base.py:1037} WARNING - Heartbeat thread did not fully terminate during close
[2025-05-19T06:47:27.193+0000] {base.py:865} INFO - Leaving consumer group (testt).
[2025-05-19T06:47:27.202+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=1 host=172.16.24.224:9092 <connected> [IPv4 ('172.16.24.224', 9092)]>: Closing connection. 
[2025-05-19T06:47:27.203+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=coordinator-1 host=172.16.24.224:9092 <connected> [IPv4 ('172.16.24.224', 9092)]>: Closing connection. 
[2025-05-19T06:47:27.207+0000] {python.py:240} INFO - Done. Returned value was: None
[2025-05-19T06:47:27.220+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2025-05-19T06:47:27.220+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=csv_to_parquet, task_id=kafka_consumer, run_id=scheduled__2025-05-19T06:02:00+00:00, execution_date=20250519T060200, start_date=20250519T064720, end_date=20250519T064727
[2025-05-19T06:47:27.256+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2025-05-19T06:47:27.266+0000] {taskinstance.py:3900} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2025-05-19T06:47:27.267+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
